material_E,material_density,surface_finish,load_mean,load_amplitude,temperature,rpm,stress_max,stress_ratio,geometry_factor,simulation_time,predicted_fatigue_life,measured_fatigue_life,relative_error_%
213.2186814566789,8.089912378164529,2.1766899149103667,418.8334649092164,301.69460014403427,126.4874064000554,3349.3613246983123,367.54124631375055,-0.008857577911696723,0.895703032834887,3.7297864976830257,10000.0,10160.717950669785,1.6071795066978485
203.16635319256156,7.8124726445005965,1.1356352281001938,183.20059269916098,453.97883133667614,125.34853137696044,2444.986568269694,441.11128256888054,-0.4515136805431336,1.359408562083129,4.979451681793214,10000.0,10962.095076581167,9.620950765811667
215.75793759734148,8.167082613092072,2.5704167816649783,498.42139871714346,175.12631107301792,64.3234037299989,912.8070671341112,422.4301078755499,-0.6593166921215265,1.4917301473966331,0.30078881291301784,141923.3946786614,135307.11793471058,-4.661864774959187
210.92104087178092,7.955556212802415,0.7988337647630402,209.50017962335565,61.68990197595237,44.39864742018845,5950.345923197443,183.09410020748783,-0.8745754609337238,1.0522726784327532,1.3001052298410258,25098.797835841186,28751.596350324515,14.553679177682039
192.82532043662948,7.5811292057234745,1.6613411212512117,142.6708337284992,399.0447516577648,76.45594261684832,1461.2554969877663,71.5542747354622,-0.8473731230186833,1.405744729967951,3.028929667079466,195625.07907503127,193939.6468829293,-0.8615624336466318
219.26867054910267,8.11956509175876,0.6340037297326292,449.0674834002026,366.06994698738737,58.856356583074096,1904.196612368241,507.97502635122186,0.4391454781452749,1.3337818295326036,2.1344528212937925,120610.16075366773,132932.78633975532,10.21690503443994
212.83419105971058,7.842485633581558,1.5363717875189418,558.7614150326395,295.47124055338713,87.49461750588328,1797.5366937203978,529.7720636305263,0.18268492951219228,1.4381097063311237,3.2240254120785505,10000.0,10334.39124852624,3.343912485262408
213.5819291583086,7.599147277581033,0.54215287603732,697.9031144844752,416.90422837814566,157.5215342983125,5493.677736771368,588.3892358532994,-0.632561125043489,1.0970607336066507,2.97338123238005,10000.0,10107.468978571957,1.0746897857195654
193.8434089802664,7.606883093688994,0.5685780106774135,647.9848877680125,428.0379676916596,61.72856450862652,4700.286159979417,577.8413564799032,-0.20627914474380565,0.8709110533766771,3.9611483927075963,194279.4805879518,193307.56996429627,-0.5002641661971845
203.511578136867,7.98127375457691,1.8754477934218454,700.0683589295837,314.5564886081782,78.26487321075628,3015.3138969163515,398.5977146811412,0.07134908652510086,0.8828493444554502,0.4474243086896552,18941.26488810624,20250.311141806444,6.911081500804044
201.12394072697742,7.533160754710643,0.8649795223097235,632.0481395746234,484.66750633427165,127.01371795834868,5754.826686735225,541.849437167868,-0.47119314699626097,1.3342388943206294,2.2590187426493973,10000.0,10000.0,0.0
217.80294966545804,7.700615635439669,0.5998649570363171,592.2675778342975,373.8703764277973,101.1019339434306,790.3085943254296,296.4046306267638,-0.3400179127603233,1.4043322876488575,4.314263569480023,10000.0,10000.0,0.0
